Time (s),ax_body (m/s2),ay_body (m/s2),az_body (m/s2),wx_body (rad/s2),wy_body (rad/s2),wz_body (rad/s2),x_actual (m),y_actual (m),z_actual (m)
0.07200000000000001,6.360546226334373e-17,-8.09026136625254e-35,4.116513244983912,-3.495206195369494e-35,9.25185853854297e-17,6.16790569236198e-17,8.090834838087961e-20,2.0540139484377096e-37,2.011426851566751
0.073,6.451346475824304e-17,-8.268458456184643e-35,4.112241970552004,-2.6606365528016375e-34,9.25185853854297e-17,-2.5013557996309746e-51,8.43154447544331e-20,2.1669608072749404e-37,2.0117388874786584
0.074,6.542146968872119e-17,-7.929101545056385e-35,4.107944370827138,-2.6606365528016375e-34,9.25185853854297e-17,-2.4517281684707443e-51,8.781652622802467e-20,2.284334584921902e-37,2.012055029172876
0.075,6.632947707291e-17,-7.141530682200093e-35,4.103620249829625,-2.6606365528016375e-34,9.25185853854297e-17,-2.4021005373105134e-51,9.141285057351146e-20,2.4063201587054376e-37,2.0123752723119233
0.076,6.72374869290847e-17,-6.353957675237798e-35,4.09926941002845,-2.6606365528016375e-34,9.25185853854297e-17,-2.352472906150284e-51,9.510567457406123e-20,2.533102280554916e-37,2.012699612531502
0.077,6.814549927566491e-17,-5.56638250819306e-35,4.094891652332956,-2.6606365528016375e-34,9.25185853854297e-17,-2.3028452749900537e-51,9.88962540153033e-20,2.6648655758534186e-37,2.013028045440295
0.078,6.905351413121526e-17,-4.7788051649636034e-35,4.090486776084671,-2.6606365528016375e-34,9.25185853854297e-17,-2.253217643829824e-51,1.0278584367639443e-19,2.8017945422776386e-37,2.0133605666197654
0.079,6.99615315144462e-17,-3.9912256293207454e-35,4.08605457904922,-2.6606365528016375e-34,9.25185853854297e-17,-2.2035900126695937e-51,1.0677569732099862e-19,2.9440735486263818e-37,2.0136971716239542
0.08,7.08695514442147e-17,-3.2036438849086537e-35,4.081594857408396,-2.6606365528016375e-34,9.25185853854297e-17,-2.153962381509364e-51,1.1086706768818024e-19,3.091886833637561e-37,2.0140378559792746
0.081,7.177757393952496e-17,-2.416059915243764e-35,4.077107405752335,-2.6606365528016375e-34,9.25185853854297e-17,-2.1043347503491346e-51,1.1506120648320965e-19,3.24541850479358e-37,2.0143826151843065
0.082,7.268559901952923e-17,-1.6284737037142313e-35,4.072592017071868,-2.6606365528016375e-34,9.25185853854297e-17,-2.0547071191889046e-51,1.1935936436828044e-19,3.404852537114984e-37,2.014731444709588
0.083,7.35936267035283e-17,-8.408852335791964e-36,4.068048482750983,-2.6606365528016375e-34,9.25185853854297e-17,-2.005079488028675e-51,1.2376279095313751e-19,3.570372771942283e-37,2.0150843399974074
0.084,7.450165701097245e-17,-5.329448796833011e-37,4.06347659255948,-2.6606365528016375e-34,9.25185853854297e-17,-1.9554518568684446e-51,1.2827273478561539e-19,3.742162915705822e-37,2.0154412964615904
0.085,7.540968996146181e-17,7.342985501188674e-36,4.058876134645761,-2.6606365528016375e-34,9.25185853854297e-17,-1.9058242257082143e-51,1.3289044334208561e-19,3.9204065386835954e-37,2.0158023094872886
0.08600000000000001,7.631772557474731e-17,1.5218938978135335e-35,4.054246895529813,-2.6606365528016375e-34,9.25185853854297e-17,-1.856196594547985e-51,1.3761716301781275e-19,4.10528707374689e-37,2.0161673744307644
0.08700000000000001,7.722576387073107e-17,2.3094915723780344e-35,4.0495886600963615,-2.6606365528016375e-34,9.25185853854297e-17,-1.8065689633877543e-51,1.4245413911721796e-19,4.296987815093646e-37,2.016536486619176
0.088,7.813380486946719e-17,3.097091591206496e-35,4.044901211588217,-2.6606365528016375e-34,9.25185853854297e-17,-1.7569413322275243e-51,1.4740261584404948e-19,4.495691916969417e-37,2.016909641350359
0.089,7.90418485911622e-17,3.8846939718253543e-35,4.040184331599816,-2.6606365528016375e-34,9.25185853854297e-17,-1.7073137010672946e-51,1.5246383629145904e-19,4.7015823923758275e-37,2.017286833892608
0.09,7.994989505617581e-17,4.67229873189378e-35,4.035437800070985,-2.6606365528016375e-34,9.25185853854297e-17,-1.657686069907064e-51,1.5763904243198358e-19,4.914842111766404e-37,2.0176680594844547
0.091,8.085794428502129e-17,5.459905889204216e-35,4.030661395280891,-2.6606365528016375e-34,9.25185853854297e-17,-1.6080584387468346e-51,1.6292947510743146e-19,5.135653801729663e-37,2.018053313334446
0.092,8.176599629836612e-17,6.247515461682855e-35,4.025854893842245,-2.6606365528016375e-34,9.25185853854297e-17,-1.5584308075866037e-51,1.6833637401867195e-19,5.364200043659359e-37,2.0184425906209196
0.093,8.267405111703247e-17,7.035127467390047e-35,4.021018070695741,-2.6606365528016375e-34,9.25185853854297e-17,-1.5088031764263737e-51,1.7386097771532788e-19,5.600663272411748e-37,2.018835886491778
0.094,8.35821087619977e-17,7.822741924520723e-35,4.016150699104715,-2.6606365528016375e-34,9.25185853854297e-17,-1.459175545266144e-51,1.795045235853699e-19,5.845225774949788e-37,2.019233196064261
